id,author,volume,title,institution,venue,address,publisher,year,pages,editor,note,month
432,y. freund and y. mansour.,,learning under persistent drift.,,"proceedings of the third european conference on computational learning theory (eurocolt'97), volume 1208 of lecture notes in computer science,","berlin,","springer-verlag,",1997,pages 94-108.,"in s. ben-david, editor,",,
433,y. freund and y. mansour.,,learning under persistent drift.,,"proceedings of the 1997 european conference on computational learning theory,",,,1997,,,,
434,y. freund and y. mansour.,,learning under persistent drift.,,"proceedings of the 1997 european conference on computational learning theory,",,,1997,,,,
435,"goldman, s.; rivest, r.; and schapire, r.",,learning binary relations and total orders.,,in proceedings of 30th annual symposium on foundation of computer science.,,,1989,46-51.,,,
436,"sally a. goldman, ronald l. rivest, and robert e. schapire.",,learning binary relations and total orders.,,"in 30th annual symposium on foundations of computer science,",,,1989,"pages 46-51,",,to appear in siam journal of computing.,october
437,"sally a. goldman, ronald l. rivest, and robert e. schapire.",,learning binary relations and total orders.,,"in proceedings of the thirtieth annual symposium on foundations of computer science,",,,1989,"pages 46-51,",,,october
438,"s.a. goldman, r.l. rivest, and r.e. schapire.",,learning binary relations and total orders.,,"proceedings of the 30th annual symposium on the foundations of computer science,",,,1989,,,,
439,"goldman, s., kearns, m. j., and schapire, r.",,exact identification of circuits using fixed points of amplification functions.,,"in proceedings of the thirty first annual ieee symposium on foundations of computer science (focs-90),",,,1990,pages 193-202.,,,
440,"goldman, s., kearns, m., & schapire, r.",,exact identification of circuits using fixed points of amplification functions.,,"in proceedings of the thirty-first annual symposium on foundations of computer science,","st. louis, mo:",ieee computer society press.,(1990).,(pp. 193-202).,,,
441,"s. goldman, m. kearns, and r. schapire.",,exact identification of circuits using fixed points of amplification functions.,,"in focs-90,",,,1990,"pages 193202,",,,
442,"s. a. goldman, m. j. kearns, and r. e. schapire.",,exact identification of circuits using fixed points of amplification functions.,,"in proc. of the 31st symposium on the foundations of comp. sci.,","ca,","ieee computer society press, los alamitos,",1990,pages 193-202.,,,
443,"sally a. goldman, michael j. kearns, and robert e. schapire.",,exact identification of circuits using fixed points of amplification functions.,,"in 31st annual symposium on foundations of computer science,",,,1990,"pages 193-202,",,,october
444,"sally a. goldman, michael j. kearns, and robert e. schapire.",,exact identification of circuits using fixed points of amplification functions.,,"in proceedings of the 31st symposium on foundations of computer science,",,,1990,,,,
445,"sally a. goldman, michael j. kearns, and robert e. schapire.",,exact identification of circuits using fixed points of amplification functions.,,"in proceedings of the 31st symposium on foundations of computer science,",,"ieee,",1990,pages 193-202.,,,october
446,"sally a. goldman, michael j. kearns, and robert e. schapire.",,exact identification of circuits using fixed points of amplification functions.,,"in proceedings of the 31st symposium on foundations of computer science,",,,1990,,,,
447,"s. goldman, m. kearns, and r. schapire.",,exact identification of circuits using fixed points of amplification functions.,,"in proceedings of the 31st annual symposium on foundations of computer science,",,"ieee computer society press,","1990,",pp. 193-202.,,,
448,"s. goldman, m. kearns, and r. schapire.",,exact identification of circuits using fixed points of amplification functions.,,"in proceedings of the thirty first annual symposium on foundations of computer science,",,,1990,"pages 193-202,",,,october
449,"sally a. goldman, michael j. kearns, and robert e. schapire.",,exact identification of circuits using fixed points of amplification functions.,,"in proceedings of the 31st symposium on foundations of computer science,",,,1990,,,,
450,"sally a. goldman, michael j. kearns, and robert e. schapire.",,on the sample complexity of weak learning.,,"in proceedings of colt '90,",,"morgan kaufmann,",1990,pages 217-231.,,,
451,"s. a. goldman, m. j. kearns, and r. e. schapire.",,on the sample complexity of weak learning.,,"in proceedings of the 3rd workshop on computational learning theory,","san ma-teo, ca,","morgan kaufmann,",1990,pages 217-231.,,,
452,"sally a. goldman, michael j. kearns, and robert e. schapire.",,on the sample complexity of weak learning.,,"in proceedings of the third annual workshop on computational learning theory,",,"morgan kaufmann,",1990,pages 217-231.,,,
453,"s. a. goldman, m. j. kearns, and r. e. schapire.",,on the sample complexity of weak learning.,,"in proceedings of the 3rd workshop on computational learning theory,","san ma-teo, ca,","morgan kaufmann,",1990,pages 217-231.,,,
454,"sally a. goldman, michael j. kearns, and robert e. schapire.",,on the sample complexity of weak learning.,,"in proceedings of colt '90,",,"morgan kaufmann,",1990,pages 217-231.,,,
455,"s. a. goldman, m. j. kearns, and r. e. schapire.",,on the sample complexity of weak learning.,,"in proc. 3rd annu. workshop on comput. learning theory,","san mateo, ca,","morgan kaufmann,",1990,pages 217-231.,,,
456,"sally a. goldman, michael j. kerns, and robert e. schapire.",,on the sample complexity of weak learning.,,"in proceedings of the 1990 workshop on computational learning theory,","san mateo, ca, august 1990.",morgan kaufmann.,,"pages 217-231,",,,
457,"sally a. goldman, ronald l. rivest, and robert e. schapire.",,learning binary relations and total orders.,"mit laboratory for computer science,","technical report mit/lcs/tm-413,",,,1989,,,"a preliminary version is available in proceedings of the thirtieth annual symposium on foundations of computer science, pages 46-51,",may
458,"sally a. goldman, ronald l. rivest, and robert e. schapire.",,learning binary relations and total orders.,"mit laboratory for computer science,","technical report mit/lcs/tm-413,",,,1989,,,"a preliminary version is available in proceedings of the thirtieth annual symposium on foundations of computer science, pages 46-51,",may
459,"goldman, s. a. & kearns, m. j.",,on the complexity of teaching.,,proceedings of the fourth annual workshop on computational learning theory (pp.,"santa cruz, ca:",morgan kaufmann.,(1991).,303-314).,,,
460,s. a. goldman and m. j. kearns.,,on the complexity of teaching.,,"in proc. 4th annu. workshop on comput. learning theory,","san mateo, ca,","morgan kaufmann,",1991,pages 303-314.,,"to appear, journal of computer and system sciences.",
461,sally a. goldman and michael j. kearns.,,on the complexity of teaching.,,"in proceedings of the fourth annual workshop on computational learning theory,",,"morgan kaufmann,",1991,pages 303-315.,,,august
462,s. goldman and m. kearns.,,on the complexity of teaching.,,"in proceedings of the fourth annual workshop on computational learning theory,","santa cruz, ca, august 1991.",morgan kaufmann.,,"pages 303-314,",,,
463,"s. goldman and m. kearns,",,"'on the complexity of teaching',",,"in proc. of the fourth annual workshop on computational learning theory,","santa cruz, ca,",morgan kaufmann.,"1991,","pp. 303-314,",,,august
464,s. goldman and m. kearns.,,on the complexity of teaching.,,"proceedings of the fourth annual workshop on computational learning theory,",,,1991,"pages 303-314,",,,
465,"goldman, s.a., and m.j. kearns.",,(1991) on the complexity of teaching.,,,colt 91.,,,,,,
466,s.a goldman and m.j. kearns.,,on the complexity of teaching.,,proceedings of the fourth annual workshop on computational learning theory.,,"morgan kaufmann,",1991,,"in m.k. war-muth and leslie valiant, editors,",,
467,s. a. goldman and m. j. kearns.,,on the complexity of teaching.,,"in proc. 4th annu. workshop on comput. learning theory,","san mateo, ca,","morgan kaufmann,",1991,pages 303-314.,,,
468,"goldman, s.a., and m.j. kearns,",,"'on the complexity of teaching,'",,"proc. forth acm workshop on computational learning theory,",,,"1991,",pp. 303-314.,,,july
469,sally a. goldman and michael j. kearns.,,on the complexity of teaching.,,"in proceedings of the fourth annual workshop on computational learning theory,",,,1991,"pages 303-314,",,,august
470,s. goldman and m. kearns.,,on the complexity of teaching.,,"in colt-91,",,,1991,"pages 303314,",,,
471,sally a. goldman and michael j. kearns.,,on the complexity of teaching.,,"proceedings of the fourth annual workshop on computational learning theory,","santa cruz, ca, august 5-7 1991.",morgan kaufmann publishers.,,"pages 303-314,","in leslie g. valiant and manfred k. warmuth, editors,",,
472,"s. a. goldman, r. l. rivest, and r. e. schapire.",22(5),learning binary relations and total orders.,,"siam journal on computing,",,,1993,"1006-1034,",,,october
473,"s. a. goldman, r. l. rivest, and r. e. schapire.",22(5),learning binary relations and total orders.,,"siam journal on computing,",,,1993,"1006-1034,",,,october
474,"s. a. goldman, r. l. rivest, and r. e. schapire,","vol. 22, no. 5,","'learning binary relations and total orders',",,"siam journal on computing,",,,1993,"pp. 1006-1034,",,,
475,"sally a. goldman, ronald l. rivest, and robert e. schapire.",22,learning binary relations and total orders.,,"siam journal of computing,",,,1993,"1006-1034,",,,october
476,"s. a. goldman, m. j. kearns, and r. e. schapire.",,exact identification of read-once formulas using fixed points of amplification functions.,,"siam journal on computing,",,,(1993).,"22 , 705-726.",,,
477,"s. a. goldman, m. j. kearns, and r. e. schapire.",22(4),exact identification of circuits using fixed points of amplification functions.,,"siam j. comput.,",,,1993,"705-726,",,,august
